uid,region,name,population,latitude,longitude,commuters
U04025,Arizona,Yavapai,167517,34.63,-112.5737,7934
U04027,Arizona,Yuma,160026,32.7739,-113.9109,2292
U05001,Arkansas,Arkansas,20749,34.2896,-91.3765,719
U05003,Arkansas,Ashley,24209,33.1908,-91.7723,1209
U05005,Arkansas,Baxter,38386,36.2807,-92.3304,1559
U05007,Arkansas,Benton,153406,36.3378,-94.2562,12452
U05009,Arkansas,Boone,33948,36.3043,-93.0792,1802
U05011,Arkansas,Bradley,12600,33.4638,-92.1682,1227
U05013,Arkansas,Calhoun,5744,33.5605,-92.5139,1203
U05015,Arkansas,Carroll,25357,36.3378,-93.5417,1421
U05017,Arkansas,Chicot,14117,33.2671,-91.2972,1161
U05019,Arkansas,Clark,23546,34.0533,-93.1762,1792
U05021,Arkansas,Clay,17609,36.3673,-90.4187,2202
U05023,Arkansas,Cleburne,24046,35.5663,-92.06,3076
U05025,Arkansas,Cleveland,8571,33.8932,-92.1887,2525
U05027,Arkansas,Columbia,25603,33.2151,-93.2269,1583
U05029,Arkansas,Conway,20336,35.2657,-92.6892,3449
U05031,Arkansas,Craighead,82148,35.8283,-90.6304,4521
U05033,Arkansas,Crawford,53247,35.583,-94.2362,12203
U05035,Arkansas,Crittenden,50866,35.2119,-90.3153,8182
U05037,Arkansas,Cross,19526,35.2913,-90.7739,2549
U05039,Arkansas,Dallas,9210,33.9678,-92.654,1340
U05041,Arkansas,Desha,15341,33.8287,-91.2444,1045
U05043,Arkansas,Drew,18723,33.5872,-91.7228,1935
U05045,Arkansas,Faulkner,86014,35.1464,-92.3247,13749
U05047,Arkansas,Franklin,17771,35.5086,-93.8877,3399
U05049,Arkansas,Fulton,11642,36.3834,-91.8192,2242
U05051,Arkansas,Garland,88068,34.5789,-93.1469,4140
U05053,Arkansas,Grant,16464,34.2881,-92.424,4395
U05055,Arkansas,Greene,37331,36.1199,-90.5652,3081
U05057,Arkansas,Hempstead,23587,33.7286,-93.6658,2712
U05059,Arkansas,Hot Spring,30353,34.3152,-92.9441,6372
U05061,Arkansas,Howard,14300,34.0832,-93.991,854
U05063,Arkansas,Independence,34233,35.7375,-91.5599,1732
U05065,Arkansas,Izard,13249,36.0949,-91.9136,1712
U05067,Arkansas,Jackson,18418,35.5966,-91.2232,1650
U05069,Arkansas,Jefferson,84278,34.2777,-91.9307,5034
U05071,Arkansas,Johnson,22781,35.5734,-93.4663,1972
U05073,Arkansas,Lafayette,8559,33.2407,-93.6116,1340
U05075,Arkansas,Lawrence,17774,36.0411,-91.1012,2504
U05077,Arkansas,Lee,12580,34.7798,-90.7793,1190
U05079,Arkansas,Lincoln,14492,33.9577,-91.7276,2097
U05081,Arkansas,Little River,13628,33.6995,-94.2298,2233
U05083,Arkansas,Logan,22486,35.2186,-93.7206,2998
U05085,Arkansas,Lonoke,52828,34.7551,-91.8941,15442
U05087,Arkansas,Madison,14243,36.0125,-93.7241,2976
U05089,Arkansas,Marion,16140,36.2667,-92.6786,2342
U05091,Arkansas,Miller,40443,33.3055,-93.9015,9166
U05093,Arkansas,Mississippi,51979,35.7669,-90.0522,1816
U05095,Arkansas,Monroe,10254,34.6795,-91.2033,1223
U05097,Arkansas,Montgomery,9245,34.5457,-93.6641,1568
U05099,Arkansas,Nevada,9955,33.6667,-93.3051,1974
U05101,Arkansas,Newton,8608,35.9101,-93.2151,1946
U05103,Arkansas,Ouachita,28790,33.5912,-92.8784,3104
U05105,Arkansas,Perry,10209,34.9464,-92.9269,3098
U05107,Arkansas,Phillips,26445,34.4258,-90.8484,1656
U05109,Arkansas,Pike,11303,34.1582,-93.6587,2052
U05111,Arkansas,Poinsett,25614,35.569,-90.6806,4314
U05113,Arkansas,Polk,20229,34.4909,-94.2309,823
U05115,Arkansas,Pope,54469,35.4553,-93.0315,3994
U05117,Arkansas,Prairie,9539,34.8282,-91.5572,1913
U05119,Arkansas,Pulaski,361474,34.774,-92.3165,9615
U05121,Arkansas,Randolph,18195,36.3413,-91.0284,1942
U05123,Arkansas,St. Francis,29329,35.0144,-90.7422,2559
U05125,Arkansas,Saline,83529,34.6485,-92.6745,24788
U05127,Arkansas,Scott,10996,34.8589,-94.0636,1282
U05129,Arkansas,Searcy,8261,35.9097,-92.6994,1034
U05131,Arkansas,Sebastian,115071,35.197,-94.275,6347
U05133,Arkansas,Sevier,15757,33.9946,-94.2433,1739
U05135,Arkansas,Sharp,17119,36.1734,-91.4711,2189
U05137,Arkansas,Stone,11499,35.857,-92.1405,1058
U05139,Arkansas,Union,45629,33.1682,-92.5981,1139
U05141,Arkansas,Van Buren,16192,35.583,-92.516,2158
U05143,Arkansas,Washington,157715,35.9712,-94.2184,10231
U05145,Arkansas,White,67165,35.2547,-91.7532,7136
U05147,Arkansas,Woodruff,8741,35.1891,-91.2444,880
U05149,Arkansas,Yell,21139,34.9977,-93.4083,3345
U06001,California,Alameda,1443741,37.6481,-121.9133,224306
U06003,California,Alpine,1208,38.6176,-119.799,218
U06005,California,Amador,35100,38.4436,-120.6539,3535
U06007,California,Butte,203171,39.666,-121.6019,7493
U06009,California,Calaveras,40554,38.1878,-120.5551,6532
U06011,California,Colusa,18804,39.1777,-122.2376,1386
U06013,California,Contra Costa,948816,37.9195,-121.9515,186887
U06015,California,Del Norte,27507,41.7499,-123.981,521
U06017,California,El Dorado,156299,38.7855,-120.5344,32368
U06019,California,Fresno,799407,36.761,-119.655,21662
U06021,California,Glenn,26453,39.6025,-122.4017,3006
U06023,California,Humboldt,126518,40.7067,-123.9258,1062
U06025,California,Imperial,142361,33.0408,-115.3554,3023
U06027,California,Inyo,17945,36.562,-117.4039,570
U06029,California,Kern,661645,35.3466,-118.7295,14622
U06031,California,Kings,129461,36.0725,-119.8155,8549
U06033,California,Lake,58309,39.0948,-122.7468,4304
U06035,California,Lassen,33828,40.7211,-120.6299,1012
U06037,California,Los Angeles,9519338,34.1964,-118.2619,278502
U06039,California,Madera,123109,37.21,-119.7499,12755
U06041,California,Marin,247289,38.0518,-122.746,47838
U06043,California,Mariposa,17130,37.57,-119.9129,1828
U06045,California,Mendocino,86265,39.4324,-123.4429,2213
U06047,California,Merced,210554,37.1948,-120.7228,18318
U06049,California,Modoc,9449,41.5929,-120.7184,563
U06051,California,Mono,12853,37.9158,-118.8752,1068
U06053,California,Monterey,401762,36.2401,-121.3156,17976
U06055,California,Napa,124279,38.5074,-122.326,13007
U06057,California,Nevada,92033,39.2952,-120.7734,11181
U06059,California,Orange,2846289,33.6757,-117.7772,222264
U06061,California,Placer,248399,39.062,-120.7227,46822
U06063,California,Plumas,20824,39.9952,-120.8295,1098
U06065,California,Riverside,1545387,33.7298,-116.0022,173122
U06067,California,Sacramento,1223499,38.45,-121.3404,82748
U06069,California,San Benito,53234,36.6107,-121.0853,11194
U06071,California,San Bernardino,1709434,34.8572,-116.1812,201930
U06073,California,San Diego,2813833,33.0236,-116.7761,42004
U06075,California,San Francisco,776733,37.7272,-123.0322,95923
U06077,California,San Joaquin,563598,37.935,-121.2722,50116
U06079,California,San Luis Obispo,246681,35.3852,-120.4475,11024
U06081,California,San Mateo,707161,37.4147,-122.3715,147628
U06083,California,Santa Barbara,399347,34.5374,-120.0385,10480
U06085,California,Santa Clara,1682585,37.2208,-121.6906,100089
U06087,California,Santa Cruz,255602,37.0125,-122.0072,32934
U06089,California,Shasta,163256,40.7605,-122.0435,4785
U06091,California,Sierra,3555,39.5769,-120.522,591
U06093,California,Siskiyou,44301,41.588,-122.5333,1039
U06095,California,Solano,394542,38.2672,-121.9396,75103
U06097,California,Sonoma,458614,38.5326,-122.9452,40374
U06099,California,Stanislaus,446997,37.5624,-121.0027,35609
U06101,California,Sutter,78930,39.0353,-121.7028,13291
U06103,California,Tehama,56039,40.1262,-122.2323,4898
U06105,California,Trinity,13022,40.6477,-123.1144,733
U06107,California,Tulare,368021,36.2305,-118.7805,15386
U06109,California,Tuolumne,54501,38.0215,-119.9647,3363
U06111,California,Ventura,753197,34.3587,-119.1331,81765
U06113,California,Yolo,168660,38.6793,-121.9032,24609
U06115,California,Yuba,60219,39.27,-121.3443,9584
U08001,Colorado,Adams,363857,39.8743,-104.3319,108260
U08003,Colorado,Alamosa,14966,37.5684,-105.788,886
U08005,Colorado,Arapahoe,487967,39.6446,-104.3317,129735
U08007,Colorado,Archuleta,9898,37.2024,-107.0509,466
U08009,Colorado,Baca,4517,37.3031,-102.5355,114
U08011,Colorado,Bent,5998,37.9319,-103.0776,640
U08013,Colorado,Boulder,291288,40.0948,-105.3984,31970
U08015,Colorado,Chaffee,16242,38.7382,-106.317,508
U08017,Colorado,Cheyenne,2231,38.8354,-102.6046,123
U08019,Colorado,Clear Creek,9322,39.6894,-105.6708,3128
U08021,Colorado,Conejos,8400,37.2134,-106.1764,1119
U08023,Colorado,Costilla,3663,37.2775,-105.4289,314
U08025,Colorado,Crowley,5518,38.322,-103.7876,524
U08027,Colorado,Custer,3503,38.102,-105.3735,400
U08029,Colorado,Delta,27834,38.8618,-107.8648,2390
U08031,Colorado,Denver,554636,39.7618,-104.8806,101804
U08033,Colorado,Dolores,1844,37.7476,-108.5304,344
U08035,Colorado,Douglas,175766,39.3264,-104.9262,65925
U08037,Colorado,Eagle,41659,39.6306,-106.6929,3808
U08039,Colorado,Elbert,19872,39.3108,-104.1179,7571
U08041,Colorado,El Paso,516929,38.8274,-104.5275,12087
U08043,Colorado,Fremont,46145,38.4557,-105.4214,3280
U08045,Colorado,Garfield,43791,39.5994,-107.9098,5954
U08047,Colorado,Gilpin,4757,39.8611,-105.5289,1779
U08049,Colorado,Grand,12442,40.1233,-106.0959,887
U08051,Colorado,Gunnison,13956,38.6697,-107.0781,350
U08053,Colorado,Hinsdale,790,37.8116,-107.3834,63
U08055,Colorado,Huerfano,7862,37.6878,-104.9599,446
U08057,Colorado,Jackson,1577,40.6634,-106.3292,55
U08059,Colorado,Jefferson,527056,39.5865,-105.2456,148980
U08061,Colorado,Kiowa,1622,38.3885,-102.7562,109
U08063,Colorado,Kit Carson,8011,39.3053,-102.603,238
U08065,Colorado,Lake,7812,39.2043,-106.3497,2065
U08067,Colorado,La Plata,43941,37.2874,-107.8397,1203
U08069,Colorado,Larimer,251494,40.6631,-105.4821,21080
U08071,Colorado,Las Animas,15207,37.3188,-104.0441,577
U08073,Colorado,Lincoln,6087,38.9937,-103.5076,248
U08075,Colorado,Logan,20504,40.7281,-103.0905,848
U08077,Colorado,Mesa,116255,39.0195,-108.4618,2304
U08079,Colorado,Mineral,831,37.6515,-106.9323,66
U08081,Colorado,Moffat,13184,40.574,-108.2045,1753
U08083,Colorado,Montezuma,23830,37.338,-108.5958,1496
U08085,Colorado,Montrose,33432,38.4134,-108.263,2181
U08087,Colorado,Morgan,27171,40.2624,-103.8071,1246
U08089,Colorado,Otero,20311,37.8842,-103.7213,1312
U08091,Colorado,Ouray,3742,38.1506,-107.7671,495
U08093,Colorado,Park,14523,39.1189,-105.7176,4949
U08095,Colorado,Phillips,4480,40.5947,-102.3451,220
U08097,Colorado,Pitkin,14872,39.2175,-106.9159,835
U08099,Colorado,Prowers,14483,37.9582,-102.3922,437
U08101,Colorado,Pueblo,141472,38.1707,-104.4899,5988
U08103,Colorado,Rio Blanco,5986,39.9726,-108.2007,313
U08105,Colorado,Rio Grande,12413,37.4858,-106.4532,1144
U08107,Colorado,Routt,19690,40.4832,-106.9853,567
U08109,Colorado,Saguache,5917,38.034,-106.2467,783
U08111,Colorado,San Juan,558,37.7811,-107.6703,73
U08113,Colorado,San Miguel,6594,38.0094,-108.4273,207
U08115,Colorado,Sedgwick,2747,40.8716,-102.3554,251
U08117,Colorado,Summit,23548,39.621,-106.1376,906
U08119,Colorado,Teller,20555,38.872,-105.1826,4733
U08121,Colorado,Washington,4926,39.9654,-103.2096,617
U08123,Colorado,Weld,180936,40.5558,-104.3836,28423
U08125,Colorado,Yuma,9841,40.0006,-102.4226,296
U09001,Connecticut,Fairfield,882567,41.2281,-73.3668,83380
U09003,Connecticut,Hartford,857183,41.8061,-72.7329,52829
U09005,Connecticut,Litchfield,182193,41.7919,-73.2354,42394
U09007,Connecticut,Middlesex,155071,41.4345,-72.5242,39043
U09009,Connecticut,New Haven,824008,41.3497,-72.9002,97834
U09011,Connecticut,New London,259088,41.4786,-72.1035,22232
U09013,Connecticut,Tolland,136364,41.8581,-72.341,44604
U09015,Connecticut,Windham,109091,41.825,-71.9907,23207
U10001,Delaware,Kent,126697,39.0971,-75.503,12308
U10003,Delaware,New Castle,500265,39.5759,-75.6441,35282
U10005,Delaware,Sussex,156638,38.6775,-75.3355,16045
U11001,District of Columbia,District of Columbia,572059,38.9041,-77.0171,69921
U12001,Florida,Alachua,217955,29.6757,-82.3572,6938
U12003,Florida,Baker,22259,30.3244,-82.3023,4711
U12005,Florida,Bay,148217,30.2376,-85.6313,3243
U12007,Florida,Bradford,26088,29.9469,-82.1668,4811
U12009,Florida,Brevard,476230,28.2983,-80.7004,15767
U12011,Florida,Broward,1623018,26.1935,-80.4767,176506
U12013,Florida,Calhoun,13017,30.3888,-85.1979,1948
U12015,Florida,Charlotte,141627,26.8688,-81.9409,12846
U12017,Florida,Citrus,118085,28.8436,-82.5248,8439
U12019,Florida,Clay,140814,29.9871,-81.8581,40775
U12021,Florida,Collier,251377,26.1187,-81.4009,7889
U12023,Florida,Columbia,56513,30.2213,-82.6231,5751
U12027,Florida,De Soto,32209,27.1906,-81.8063,3363
U12029,Florida,Dixie,13827,29.5809,-83.1957,1683
U12031,Florida,Duval,778879,30.3352,-81.6481,23964
U12033,Florida,Escambia,294410,30.6117,-87.339,13107
U12035,Florida,Flagler,49832,29.4749,-81.2864,6998
U12037,Florida,Franklin,11057,29.8102,-84.7992,451
U12039,Florida,Gadsden,45087,30.5792,-84.6128,9051
U12041,Florida,Gilchrist,14437,29.7235,-82.7958,3397
U12043,Florida,Glades,10576,26.9548,-81.1908,1941
U12045,Florida,Gulf,13332,29.9073,-85.2565,1476
U12047,Florida,Hamilton,13327,30.4911,-82.951,1706
U12049,Florida,Hardee,26938,27.4928,-81.8216,2985
U12051,Florida,Hendry,36210,26.5393,-81.1516,4397
U12053,Florida,Hernando,130802,28.5679,-82.4648,14366
U12055,Florida,Highlands,87366,27.3426,-81.3409,3076
U12057,Florida,Hillsborough,998948,27.9066,-82.3496,50653
U12059,Florida,Holmes,18564,30.8662,-85.813,3626
U12061,Florida,Indian River,112947,27.7006,-80.5748,5683
U12063,Florida,Jackson,46755,30.7878,-85.2104,4320
U12065,Florida,Jefferson,12902,30.4246,-83.8909,3094
U12067,Florida,Lafayette,7022,29.9901,-83.1785,908
U12069,Florida,Lake,210528,28.7641,-81.7123,29612
U12071,Florida,Lee,440888,26.5521,-81.8922,20472
U12073,Florida,Leon,239452,30.4593,-84.2778,5929
U12075,Florida,Levy,34450,29.2844,-82.7835,5876
U12077,Florida,Liberty,7021,30.2598,-84.8686,1221
U12079,Florida,Madison,18733,30.4472,-83.4704,2005
U12081,Florida,Manatee,264002,27.4814,-82.3658,28797
U12083,Florida,Marion,258916,29.2028,-82.0431,13225
U12085,Florida,Martin,126731,27.08,-80.3982,16014
U12086,Florida,Miami-Dade,2253362,25.6105,-80.499,74145
U12087,Florida,Monroe,79589,25.601,-81.2068,1802
U12089,Florida,Nassau,57663,30.6059,-81.7649,12291
U12091,Florida,Okaloosa,170498,30.6659,-86.5942,6991
U12093,Florida,Okeechobee,35910,27.3856,-80.8874,3356
U12095,Florida,Orange,896344,28.5144,-81.3233,62174
U12097,Florida,Osceola,172493,28.059,-81.1393,39361
U12099,Florida,Palm Beach,1131184,26.6458,-80.4487,53282
U12101,Florida,Pasco,344765,28.302,-82.4557,59976
U12103,Florida,Pinellas,921482,27.9031,-82.7395,58024
U12105,Florida,Polk,483924,27.9531,-81.6928,31598
U12107,Florida,Putnam,70423,29.606,-81.7409,8420
U12109,Florida,St. Johns,123135,29.8906,-81.3839,23422
U12111,Florida,St. Lucie,192695,27.3808,-80.4434,26199
U12113,Florida,Santa Rosa,117743,30.7036,-87.0143,28540
U12115,Florida,Sarasota,325957,27.1844,-82.3658,19007
U12117,Florida,Seminole,365196,28.6901,-81.132,91170
U12119,Florida,Sumter,53345,28.7143,-82.0747,6733
U12121,Florida,Suwannee,34844,30.1892,-82.9928,4672
U12123,Florida,Taylor,19256,30.0169,-83.6164,895
U12125,Florida,Union,13442,30.0543,-82.3669,2120
U12127,Florida,Volusia,443343,29.0576,-81.1618,35972
U12129,Florida,Wakulla,22863,30.1404,-84.3751,6417
U12131,Florida,Walton,40601,30.6312,-86.1766,5890
U12133,Florida,Washington,20973,30.6022,-85.6628,3657
U13001,Georgia,Appling,17419,31.7397,-82.2901,2144
U13003,Georgia,Atkinson,7609,31.3006,-82.8836,1350
U13005,Georgia,Bacon,10103,31.5633,-82.3879,1343
U13007,Georgia,Baker,4074,31.3196,-84.4549,1011
U13009,Georgia,Baldwin,44700,33.0595,-83.2554,3485
U13011,Georgia,Banks,14422,34.3519,-83.4984,5207
U13013,Georgia,Barrow,46144,33.992,-83.7123,14865
U13015,Georgia,Bartow,76019,34.2409,-84.8382,15248
U13017,Georgia,Ben Hill,17484,31.7408,-83.1472,1543
U13019,Georgia,Berrien,16235,31.2743,-83.2319,3241
U13021,Georgia,Bibb,153887,32.8088,-83.6942,9077
U13023,Georgia,Bleckley,11666,32.4354,-83.3317,2116
U13025,Georgia,Brantley,14629,31.1973,-81.983,4307
U13027,Georgia,Brooks,16450,30.8337,-83.589,3483
U13029,Georgia,Bryan,23417,32.018,-81.4385,8192
U13031,Georgia,Bulloch,55983,32.3934,-81.7438,5457
U13033,Georgia,Burke,22243,33.0637,-82.0039,3422
U13035,Georgia,Butts,19522,33.2904,-83.9582,4391
U13037,Georgia,Calhoun,6320,31.5213,-84.6263,1031
U13039,Georgia,Camden,43664,30.9164,-81.6365,4638
U13043,Georgia,Candler,9577,32.404,-82.0714,1455
U13045,Georgia,Carroll,87268,33.5822,-85.0805,15119
U13047,Georgia,Catoosa,53282,34.8994,-85.1374,19543
U13049,Georgia,Charlton,10282,30.7799,-82.1396,1773
U13051,Georgia,Chatham,232048,31.9748,-81.0918,6247
U13053,Georgia,Chattahoochee,14882,32.3474,-84.788,3025
U13055,Georgia,Chattooga,25470,34.4742,-85.3453,3789
U13057,Georgia,Cherokee,141903,34.2443,-84.4751,47777
U13059,Georgia,Clarke,101489,33.9522,-83.3671,9176
U13061,Georgia,Clay,3357,31.6198,-84.9926,620
U13063,Georgia,Clayton,236517,33.5522,-84.413,69546
U13065,Georgia,Clinch,6878,30.9177,-82.7026,500
U13067,Georgia,Cobb,607751,33.9399,-84.5742,145387
U13069,Georgia,Coffee,37413,31.5492,-82.8449,1904
U13071,Georgia,Colquitt,42053,31.1898,-83.7697,4090
U13073,Georgia,Columbia,89288,33.5506,-82.2513,29245
U13075,Georgia,Cook,15771,31.1529,-83.4296,2661
U13077,Georgia,Coweta,89215,33.3529,-84.7621,22757
U13079,Georgia,Crawford,12495,32.7094,-83.9792,4391
U13081,Georgia,Crisp,21996,31.9148,-83.7533,1782
U13083,Georgia,Dade,15154,34.8524,-85.5062,4620
U13085,Georgia,Dawson,15999,34.4428,-84.1733,5284
U13087,Georgia,Decatur,28240,30.878,-84.5777,2449
U13089,Georgia,De Kalb,665865,33.7707,-84.2263,190917
U13091,Georgia,Dodge,19171,32.1607,-83.1568,2546
U13093,Georgia,Dooly,11525,32.152,-83.8072,1761
U13095,Georgia,Dougherty,96065,31.5351,-84.2144,3658
U13097,Georgia,Douglas,92174,33.6993,-84.7659,29252
U13099,Georgia,Early,12354,31.3242,-84.9067,1439
U13101,Georgia,Echols,3754,30.7085,-82.8361,1412
U13103,Georgia,Effingham,37535,32.3617,-81.3433,11483
U13105,Georgia,Elbert,20511,34.115,-82.8421,2338
U13107,Georgia,Emanuel,21837,32.5911,-82.2998,2327
U13109,Georgia,Evans,10495,32.1519,-81.8876,1393
U13111,Georgia,Fannin,19798,34.8638,-84.3193,3268
U13113,Georgia,Fayette,91263,33.4127,-84.4939,28217
U13115,Georgia,Floyd,90565,34.2637,-85.2137,7182
U13117,Georgia,Forsyth,98407,34.2251,-84.1273,30170
U13119,Georgia,Franklin,20285,34.3752,-83.2273,4078
U13121,Georgia,Fulton,816006,33.79,-84.4682,119162
U13123,Georgia,Gilmer,23456,34.6905,-84.454,3889
U13125,Georgia,Glascock,2556,33.2275,-82.6069,792
U13127,Georgia,Glynn,67568,31.2127,-81.4965,1991
U13129,Georgia,Gordon,44104,34.5097,-84.8739,6820
U13131,Georgia,Grady,23659,30.8759,-84.2448,4334
U13133,Georgia,Greene,14406,33.5768,-83.1671,1743
U13135,Georgia,Gwinnett,588448,33.9591,-84.0229,140667
U13137,Georgia,Habersham,35902,34.6351,-83.5264,5174
U13139,Georgia,Hall,139277,34.3176,-83.8185,18693
U13141,Georgia,Hancock,10076,33.2692,-83.0005,1839
U13143,Georgia,Haralson,25690,33.7952,-85.2201,6011
U13145,Georgia,Harris,23695,32.7315,-84.9124,8937
U13147,Georgia,Hart,22997,34.3487,-82.9633,3491
U13149,Georgia,Heard,11012,33.291,-85.1396,3075
U13151,Georgia,Henry,119341,33.4529,-84.1544,41602
U13153,Georgia,Houston,110765,32.4584,-83.6629,13072
U13155,Georgia,Irwin,9931,31.6043,-83.277,2277
U13157,Georgia,Jackson,41589,34.1342,-83.5651,11172
U13159,Georgia,Jasper,11426,33.3149,-83.6879,3213
U13161,Georgia,Jeff Davis,12684,31.8116,-82.6368,1458
U13163,Georgia,Jefferson,17266,33.0519,-82.419,1999
U13165,Georgia,Jenkins,8575,32.7946,-81.9715,1144
U13167,Georgia,Johnson,8560,32.6898,-82.6614,1645
U13169,Georgia,Jones,23639,33.0202,-83.5623,8068
U13171,Georgia,Lamar,15912,33.0745,-84.1467,4527
U13173,Georgia,Lanier,7241,31.0382,-83.0632,1938
U13175,Georgia,Laurens,44874,32.3932,-82.9263,2940
U13177,Georgia,Lee,24757,31.8184,-84.1467,9758
U13179,Georgia,Liberty,61610,31.8072,-81.458,5423
U13181,Georgia,Lincoln,8348,33.7922,-82.4483,1974
U13183,Georgia,Long,10304,31.7496,-81.7429,3772
U13185,Georgia,Lowndes,92115,30.8337,-83.269,3506
U13187,Georgia,Lumpkin,21016,34.5681,-83.9988,4920
U13189,Georgia,McDuffie,21231,33.4825,-82.4732,3430
U13191,Georgia,McIntosh,10847,31.483,-81.3702,2289
U13193,Georgia,Macon,14074,32.3662,-84.0522,1955
U13195,Georgia,Madison,25730,34.1285,-83.2036,8825
U13197,Georgia,Marion,7144,32.3595,-84.5296,1579
U13199,Georgia,Meriwether,22534,33.0302,-84.6633,4779
U13201,Georgia,Miller,6383,31.1629,-84.7304,1306
U13205,Georgia,Mitchell,23932,31.2289,-84.1924,3163
U13207,Georgia,Monroe,21757,33.0174,-83.9229,6195
U13209,Georgia,Montgomery,8270,32.1721,-82.5333,2374
U13211,Georgia,Morgan,15457,33.5937,-83.4923,2708
U13213,Georgia,Murray,36506,34.7971,-84.738,9505
U13215,Georgia,Muscogee,186291,32.5102,-84.8749,11029
U13217,Georgia,Newton,62001,33.544,-83.8552,17005
