res,work,total,male,female
4701808,4701808,115,45,65
2430005,2430030,65,35,25
1302042,1302042,55,35,20
6204020,6204020,285,155,120
4704058,4704036,30,10,30
1008049,1008049,120,45,75
5931017,5931804,35,15,15
1008042,1008044,140,85,50
1008043,1008044,85,25,60
4810805,4717802,25,15,10
1008044,1008044,890,375,510
1008045,1008044,60,10,55
4602041,4611040,345,225,120
2463005,2466075,25,10,15
4602046,4611040,230,155,80
4602044,4611040,220,160,60
2467015,2468055,35,20,20
4606030,4606030,60,20,40
4813030,4818002,25,25,0
2467010,2468030,25,10,20
4606034,4607062,55,25,25
3557091,3557091,440,265,175
2472025,2473015,25,10,10
3552093,3553005,400,265,130
3552092,3552092,1100,615,485
2472020,2474005,75,75,10
2452090,2462007,25,10,20
5955034,5955042,745,570,175
3530020,3539036,40,10,35
5955030,5955042,65,40,20
3554046,3554052,85,35,55
4608045,4611040,20,20,0
2496035,2496040,25,15,10
3554042,3554042,140,105,40
3529006,3548044,25,15,10
3529005,3539036,105,55,50
1214010,1214010,30,15,10
3554049,3554068,35,0,30
5951803,5951803,65,20,40
3549032,3549032,1985,900,1090
2476035,2476020,30,0,25
2409090,2410045,210,100,110
1209034,4815035,30,10,15
2467005,2467035,20,20,0
2409095,2410045,225,95,130
2476030,2477045,25,10,20
4617055,4617060,30,25,10
3560042,3560090,35,30,0
3560046,3560046,45,20,20
2445055,2466025,20,10,15
3531040,3540055,70,50,20
2445050,2445070,25,25,0
2439165,2439155,80,45,35
2452010,2466025,535,340,195
4714072,4714076,290,140,150
2452017,2466075,30,25,0
6208073,6208073,465,245,220
5941821,5941821,50,25,25
2483030,2483030,135,75,60
1001434,1001519,60,30,30
1001437,1001519,40,15,25
3536020,3539036,410,220,190
2487065,2487090,235,135,105
2487060,2487090,75,50,25
4608048,4609029,50,20,30
2450065,2450072,30,10,25
2420025,2423070,25,20,0
2496005,2496005,190,115,75
2420020,2423060,80,55,30
4616049,4616052,215,70,140
2441117,2443025,80,55,25
4715026,4715026,55,25,30
4715027,4715027,55,30,25
1210006,1212014,25,0,25
1210001,1212006,35,30,0
1210003,1210006,65,20,45
1210002,1210006,40,15,25
2434060,2434060,25,15,10
4616052,4616052,415,190,220
4708022,4708022,60,20,35
2438070,2438070,75,25,55
2434065,2434090,45,15,25
2449125,2449125,105,80,20
3512054,3515014,20,10,10
4713064,4713069,35,0,35
2432085,2432085,35,20,15
3512051,3512061,20,0,15
1102026,1102075,475,205,275
1102029,1102075,195,80,110
1102028,1103025,25,10,20
3512058,3512061,330,130,205
5905042,5905042,65,25,40
1205001,1207001,370,225,145
4705011,4705011,20,10,15
4705016,4705016,250,85,160
4705014,4705031,20,0,15
1205004,1207012,30,15,15
1205009,1209034,60,20,40
1205008,1205008,120,35,85
4714007,4714007,145,65,80
4714006,4714007,115,40,75
4714004,4714004,595,335,260
3538035,3539036,50,35,15
4605076,4605070,20,10,10
4701069,4701069,20,10,20
4715847,4715847,70,40,30
3538031,3538031,170,90,80
3538030,3539047,30,10,20
4605070,4605070,90,35,55
4701063,4701066,45,0,45
3539033,3540005,30,10,20
4701061,4701066,20,0,20
3539036,4806016,20,0,20
4701066,4701066,175,80,90
2434115,2466025,20,15,0
5917054,5917054,70,30,40
2482035,3506008,1035,540,495
5917052,5917054,40,30,10
4606029,4606029,50,25,25
2482030,3506008,860,475,380
5931020,5931020,4520,2460,2060
4618044,4618044,225,90,135
4813004,4813004,60,30,35
4618040,4618040,135,45,95
5923033,5923035,20,10,10
4810022,4810022,345,145,205
2407065,2407047,35,20,20
4810026,4811061,20,10,10
4810028,4811061,50,20,30
3543050,3543052,20,15,10
3548001,3553005,20,20,0
3543052,3544018,60,30,30
3544018,3549032,35,20,20
3558034,3558034,40,10,30
4813051,4813048,30,10,20
4802006,4802012,30,15,15
4813053,4813046,25,15,10
5901003,5901017,30,25,0
2419045,2424020,20,15,0
5901006,5901022,20,10,15
2492015,2492040,20,15,10
2492010,2492010,65,25,40
2493012,2494070,50,25,20
2497040,2497808,30,15,10
3559031,3559012,20,10,10
5933807,5933807,40,10,30
3509039,3509039,280,155,125
5933806,5933006,25,15,10
3551036,3551036,155,105,50
3509030,3547048,35,20,15
2415005,2416013,25,20,10
4711046,4711053,30,15,20
5923808,5923808,95,45,50
5923807,5923019,35,20,20
6001004,6001004,115,50,60
4711049,4711051,20,25,0
4705051,4705052,155,80,80
1101051,1102075,90,40,50
5931816,5931026,40,15,20
5907803,5907041,90,45,50
1305057,1310032,50,15,30
2431045,2431087,170,75,95
3526053,4815035,30,10,25
3531030,3539036,50,35,15
3507065,3509004,100,40,60
4709009,4709012,20,0,15
4710022,4710022,55,30,25
4710027,4710027,120,60,60
4807054,4807054,1700,820,885
1310037,1310037,25,10,20
1310036,1310037,70,10,65
1310034,1310034,90,40,45
1310032,3520005,30,15,10
1310031,1310037,25,10,20
4709006,4709012,245,110,130
6106009,6106009,135,60,75
1007001,1007013,230,65,170
2479110,2479110,40,10,35
1007006,1007013,200,105,100
2479115,2479115,70,40,30
4807051,4807051,75,35,35
1007009,1007013,240,125,120
6204011,6204011,110,50,60
1002014,1002018,35,20,10
1003018,1003019,45,30,20
1003019,1003019,295,140,155
1002011,1002024,25,15,0
1003014,1003014,65,50,10
4807052,4807054,45,10,35
1003011,1003011,100,70,30
1002019,1002024,110,70,40
1002018,1002024,35,35,0
3559016,3559016,40,15,30
2406025,2406025,30,20,10
4718817,4718817,130,60,75
3559012,3559090,40,20,20
3522001,3523025,25,10,15
3559011,3559012,355,170,180
6001003,6001003,350,145,205
4718818,4718818,115,55,60
4604044,4604046,35,10,30
4805011,4805011,35,30,10
3522008,3543007,35,35,10
4817848,4817848,25,10,15
3560091,3560091,40,20,15
5933060,5939039,25,15,10
4813001,4813030,170,115,60
3560057,3560057,30,15,15
2403005,2466025,25,0,25
4602025,4611040,25,15,0
5933068,5933068,1245,645,600
2412025,2412072,30,25,0
2499100,2499100,80,35,50
2499105,2499105,55,30,25
5951028,5951034,25,20,10
2460005,2466075,60,45,15
2433123,2433100,30,25,10
3537016,3537064,230,150,85
2479025,2479085,100,50,55
3537013,3537064,215,125,85
2412005,2412072,25,10,20
2494090,2494090,425,190,235
4812013,4812009,35,15,15
5909879,5909056,45,10,35
2488022,2489040,30,25,0
4812012,4812012,70,35,35
5939032,5939045,105,65,35
2443040,2447015,35,25,10
3537039,4806016,30,15,15
3501030,3509004,35,15,20
2498045,2498808,30,20,10
6107025,6107025,145,60,80
4812016,4812018,25,0,15
3519038,3553005,20,10,10
2453015,2453052,55,30,25
4607051,4607062,55,30,30
2453010,2454045,45,25,30
2457005,2467020,25,15,10
4716863,4716894,60,35,25
2471015,2471025,30,10,15
4716029,4717812,20,15,0
2429010,2430072,20,10,10
2429015,2429038,40,0,35
2456020,2468030,35,30,10
2446035,2456080,20,10,10
2456025,2468030,35,15,20
2446030,2446035,35,10,30
2483080,2483080,40,15,20
2425030,2433090,45,35,10
4705806,4705806,45,15,30
2425035,2433090,20,25,0
1308008,1315016,35,35,10
1308007,1308007,185,70,120
1308006,1308018,30,10,25
1308005,1308018,30,15,10
1308004,1308018,60,40,15
2421005,2423060,20,10,10
1308001,1308007,70,10,60
2438005,2450023,25,15,10
1304018,1310032,30,20,10
4707091,4707092,30,0,25
4707092,4707092,85,45,35
2471125,2471133,85,30,55
1304011,1310032,50,15,35
1304013,1310032,50,0,45
1304014,1305022,45,20,20
5947027,5947030,35,25,15
1304016,1305022,25,0,20
5947025,5947804,45,0,50
4802008,4803002,45,10,30
4704045,4704045,165,55,115
4715059,4715066,75,40,35
4715058,4715066,20,10,20
2435045,2435045,25,10,10
2498804,2498804,135,50,85
4715054,4715074,25,10,20
2435040,2436055,40,25,10
4704048,4704048,725,345,380
5939044,5939044,90,30,60
3523025,3530035,150,90,65
3519036,4806016,20,15,0
4716063,4716063,25,10,10
4713051,4807002,100,65,35
4602053,4611040,60,25,35
3543003,3543042,110,15,90
4819008,4819009,20,10,20
4602057,4612047,25,25,0
2429125,2429075,80,30,55
4819006,4819014,200,90,110
3530027,3531030,50,0,40
2429120,2429120,60,25,30
2475005,2477045,40,0,35
1004020,1004020,25,10,15
2478035,2478028,440,170,275
4603058,4603074,55,20,35
4616046,4616046,55,25,30
4716062,4717001,20,0,20
4616045,4616052,110,60,50
4603053,4611040,20,20,0
5955042,5955042,420,270,145
4603050,4611040,30,25,0
4708048,4708048,40,15,20
1309004,1309050,140,70,75
2409085,2410045,50,20,25
3554036,3554052,55,35,15
2409080,2410045,20,15,0
3554034,3554018,35,20,20
4706812,4706812,40,20,25
1310004,1310032,240,85,155
1310005,1310032,75,30,50
2487015,2487090,45,25,20
3557041,3560042,40,40,0
3557040,3557072,20,0,20
1310002,1310032,1795,870,920
2476020,3502010,35,35,0
2430100,2430100,125,60,65
2430105,2430105,85,30,55
1309001,1309050,40,20,25
2442025,2445070,60,30,25
2442020,2445070,35,30,10
3560058,3560058,60,25,35
3560056,3560056,125,65,65
2445043,2445035,65,45,15
5923008,5923816,70,30,40
3560055,3560055,45,25,20
3560053,3560053,155,70,85
3560051,3560051,230,120,105
6204010,6204010,120,55,65
4713098,4716029,25,15,0
4705804,4705804,30,20,10
4711061,4711066,145,70,70
2452005,2466085,30,30,10
6204012,6204012,235,120,120
4705803,4705803,95,40,55
4701032,4701032,140,85,60
1001409,1001519,140,85,55
4715099,4716053,40,15,20
1001155,1001155,25,20,0
2483025,2483030,70,40,30
2483020,2483020,90,45,45
4621027,4621027,65,20,45
2415904,2415904,25,15,10
2475028,2477045,45,10,35
1310008,1311006,20,0,25
2404902,2404037,50,20,30
2420030,2423060,60,35,25
4621025,4621025,125,60,65
2483802,2483802,185,65,120
2450090,2450090,65,35,35
2434055,2434065,45,25,20
2434050,2434065,25,15,10
4811014,4811061,30,10,20
1008091,1008079,50,25,25
1008093,1008093,35,10,25
4817823,4817855,25,10,20
4812018,4812806,20,0,25
2449130,2449130,70,45,20
2472032,2473015,20,0,20
4713059,4713074,30,15,15
4717813,4717813,50,20,30
1102038,1103025,85,45,40
1102039,1103025,25,15,10
1102036,1103025,25,10,20
1102037,1103025,25,25,0
1102034,1102075,35,10,25
4713056,4713074,20,0,25
1102032,1102075,25,10,10
1102033,1102085,20,0,15
1102031,1102075,135,55,85
5927020,5927020,40,15,25
4708036,4708004,30,15,15
1205012,1205016,25,20,0
2414025,2414025,50,20,25
1205014,1209034,25,10,15
4708032,4708032,115,45,70
1205016,1207012,25,20,10
4622046,4622058,110,45,65
4622049,4622049,185,95,90
4622048,4622048,330,180,150
4623056,4623056,460,240,220
2469075,2470045,20,10,10
4710052,4711049,25,10,10
4708039,4708004,30,20,10
2495802,2495802,75,35,40
4701078,4701078,155,70,85
4701079,4701056,30,20,15
4605067,4607062,30,20,10
4605061,4605063,40,10,30
3538025,3538030,35,15,20
4701072,4705016,35,0,35
4701076,4701079,25,10,15
4701077,4701077,25,15,10
2486010,2486010,45,15,25
2434120,2423060,25,25,0
5917021,5925034,25,25,0
5917027,5917034,50,30,15
2486015,2486033,70,30,40
5931032,5931032,55,30,25
4618071,4618091,30,20,0
2434128,2434135,35,35,10
5917029,5917034,55,35,15
1001396,1001542,20,20,0
5935027,5937014,25,20,10
4617036,4617036,125,45,80
4618077,4618091,25,25,0
3544027,3544042,435,215,225
2407010,2407018,25,15,15
4810019,4811061,25,10,20
3548019,3548021,45,35,15
3543042,4611040,25,15,10
2498015,2498804,40,15,30
2407018,2407057,35,25,15
4810011,4816037,70,65,0
3549019,3549048,40,15,25
3548013,3548044,30,25,10
3551045,3551045,180,60,120
2418055,2423060,20,10,10
3551041,3551041,35,20,20
3551040,3551040,30,10,20
1001370,1001519,50,35,10
2419055,2426030,40,25,15
4608061,4615020,20,20,0
2419050,2424020,20,0,20
4608066,4617026,20,0,15
1001379,1001519,55,40,20
5915015,5931020,40,40,0
1210012,1210012,235,100,135
2492005,2492022,35,15,25
4817824,4817824,50,20,30
3502048,3506008,3855,2110,1745
3509028,3509030,95,30,65
5909032,5915025,30,15,15
4811806,4811806,100,50,50
3509021,3509039,55,30,30
3502044,3506008,620,315,310
3509024,3509030,80,15,70
5955005,5955014,125,65,60
2415013,2423025,25,25,0
1307008,1307022,75,50,20
5917804,5917804,35,20,15
1101048,1102075,75,20,50
1101049,1102075,80,20,60
5917803,5917040,35,20,10
2423070,2466025,45,30,15
1101042,1102075,35,15,20
5909034,5909034,40,25,20
1101046,1102075,50,10,40
1101044,1101048,25,15,10
4709016,4709016,40,0,40
5949024,5949028,35,10,25
4709014,4709012,35,20,15
4709012,4709032,25,20,10
2484025,3547048,30,25,10
2432050,2432040,60,15,45
1305045,1305057,300,130,170
5953046,5953046,50,10,35
3510005,3510010,560,250,310
2432058,2466085,25,0,15
1307002,1307002,75,30,45
5917015,5917803,40,35,10
4604033,4611040,25,30,0
1310028,1310032,1810,855,955
5925806,5925806,25,10,20
4710038,4710038,290,165,125
1310024,1311008,40,10,30
1310025,1310032,40,20,15
1310026,1310032,655,285,375
1310021,1310032,185,95,95
4604035,4604035,190,95,95
4703059,4703059,55,30,25
1007013,1007013,1505,655,845
1007014,1007016,35,10,25
1007015,1007015,60,30,30
1007016,1007016,55,30,25
1007017,1007021,40,25,10
1007019,1007023,40,10,35
3512046,3521005,20,20,0
1002004,1002024,250,155,90
1003028,1003028,270,85,185
1006019,1008044,20,20,0
4604053,4604053,95,50,45
1002002,1002024,40,20,20
1002003,1002004,30,15,15
2499020,2499025,110,55,60
1006012,1006012,85,65,20
1006011,1006012,35,20,10
4702061,4702061,45,25,25
1002008,1002024,45,20,25
4702067,4706027,70,20,45
1006015,1006022,60,20,40
1006014,1006017,45,30,15
3522014,3543007,130,95,35
4718820,4718820,85,35,45
3522016,3543042,40,10,25
4718822,4718822,80,25,55
3522010,3543007,20,25,0
2462007,2466025,80,30,45
3522012,3543007,80,50,30
4805004,4805006,45,20,25
4713009,4713008,30,0,20
4805006,4805006,495,215,280
3516010,3546024,35,10,25
3522019,3543007,50,30,20
4805002,4805006,30,15,15
5933072,5933886,40,20,20
2466030,3520005,20,0,20
5933070,5933070,130,60,70
5915075,5917034,30,15,15
4713054,4713054,45,30,15
3540040,3540055,170,60,115
3540046,3541004,25,0,25
2404025,2404037,50,25,25
5907009,5907009,150,60,90
5951032,5951032,40,15,25
3534042,3539036,325,170,155
3531013,3540005,40,10,25
5951034,5951038,35,25,15
1101018,1102075,30,10,25
3526003,3526057,30,25,0
3512048,3512061,35,15,20
5951038,5951043,40,30,0
1208014,1208014,145,50,95
2460015,2474005,50,35,15
2460010,2473005,50,15,40
5907005,5915022,20,20,0
2433115,2438010,25,25,0
2479035,2479045,50,40,0
6001009,6001060,120,30,95
2479030,2479085,65,40,30
3537064,3537064,2360,1070,1290
2488035,2488055,220,125,100
4615071,4615071,80,35,45
2488030,2489005,65,40,25
4819011,4819012,325,210,110
2473020,2475015,100,60,40
6106034,6106034,90,40,50
3501020,3507065,60,25,35
4708034,4708004,20,10,15
6106031,6106097,80,70,10
2473025,2475020,25,0,20
6107036,6107036,210,105,105
6106038,6106038,475,240,235
2456015,2468030,25,10,15
2456010,2466025,50,25,25
2453065,2466025,60,30,30
2457010,2474005,20,20,0
2471060,2471133,45,25,20
2491042,2494050,25,20,0
2471065,2471105,20,0,15
2457015,2467020,35,30,10
2421035,2423060,135,85,50
2429005,2429075,35,10,25
2446040,2446040,35,15,20
2446045,2446080,40,35,0
1304025,1310032,50,15,40
1304024,1310032,45,15,25
1308018,1308022,40,10,25
1308019,1309050,20,10,15
4716061,4716061,45,15,25
1304022,1310032,95,35,60
1308014,1308018,40,10,30
2433060,2433100,75,30,45
1308016,1308018,145,65,80
1308017,1308018,100,65,30
1308010,1307022,35,20,20
2425020,2466025,40,30,15
4805009,4805009,20,15,10
4808001,4816037,30,25,0
4808006,4808011,45,35,10
4808005,4808011,55,40,15
4808004,4808011,35,20,20
4808009,4808011,495,240,255
4708038,4708004,125,45,75
5923019,5923025,110,50,55
4715048,4715048,110,45,65
4704036,4704036,620,310,305
4704034,4704036,35,10,30
4715044,4715047,40,0,25
2435050,2490007,20,25,0
4704038,4704036,35,0,25
4715041,4715042,25,0,20
4715042,4715066,30,25,10
2435055,2435045,45,30,20
4707047,4707039,25,0,15
5949819,5949810,30,15,15
4707045,4707039,40,25,15
4707044,4707039,35,15,25
4707042,4707039,80,20,60
4615020,4615020,1100,565,535
2463060,2475015,20,10,15
2496802,2496802,385,160,225
2463065,2466025,80,45,40
4819012,5955034,30,20,0
1204010,1209034,40,30,15
4602061,4611040,185,105,80
4818018,4818018,490,230,260
4819014,4819014,215,65,150
2475010,2478028,30,15,15
2472043,2476020,25,10,10
2478020,2478028,115,35,85
2475015,2478102,35,25,10
4603040,4603050,60,30,30
2484065,3506008,30,10,20
2478028,2478102,160,110,60
2464005,2474005,65,25,35
2484060,2484065,100,65,35
3554021,3554018,135,70,65
4609025,4609025,90,45,50
3554024,3554018,45,10,35
3554026,3554018,100,50,50
3554029,3554018,70,35,35
4811026,4811031,35,20,10
4809015,4809015,2255,1010,1245
3557051,3557061,395,205,185
2430110,2431015,35,25,15
5951827,5951827,75,40,30
2442032,2447015,35,30,0
5931034,5931026,85,45,40
3560021,3560027,195,110,85
3560027,3560057,25,10,20
5937033,5939032,105,45,65
2428065,2428050,30,15,15
2452070,2461035,25,15,15
2445090,2445090,105,45,55
2454090,2454090,160,110,50
2445095,2466025,25,10,15
1001149,1001519,40,0,30
2454095,2454100,25,20,10
2453080,2453080,25,10,10
2483050,2483065,60,0,55
2487005,2487090,30,15,10
2483055,2483065,75,35,40
1001415,1001519,30,15,10
2466105,3506008,20,15,10
2450085,2450085,40,10,25
4606028,4606034,255,115,140
4711063,4711066,105,55,55
2434045,2434078,20,0,15
4710036,4710038,110,30,80
4604039,4604046,65,35,30
3551028,3551094,35,35,0
4618074,4618074,230,80,145
4718074,4718074,260,110,150
4617045,4617050,125,55,70
4714024,4714024,115,55,65
1102049,1102075,310,130,180
1102048,1102075,130,85,45
4714021,4714022,60,30,35
4714023,4714023,55,20,35
3512076,3547030,55,15,40
1102043,1102075,60,35,25
1102042,1102075,115,60,55
1102041,1102075,90,55,35
1102040,1102075,370,180,195
4713046,4713051,20,0,20
2419110,2424020,125,55,70
4713044,4713044,170,95,70
1102044,1103025,30,20,10
3514019,5901012,20,0,20
4701047,4701049,95,50,45
3549014,3549022,25,15,15
4703092,4703092,85,50,40
4622058,4622058,755,350,405
4622059,4622059,165,80,90
4622056,4622056,130,75,55
4622055,4622055,105,45,60
2487010,2487090,25,10,15
2485080,2485080,50,20,30
4622050,4622050,290,150,145
3549012,3549014,25,10,20
4605050,4605052,65,25,45
4605052,4605052,300,160,140
4605055,4605055,45,20,25
4618063,4618063,55,25,30
4618060,4618060,225,120,105
4715001,4715008,85,20,60
2405077,2406013,30,20,15
4605058,4606023,50,30,20
3541015,3541032,55,20,35
5955023,5955801,25,0,25
4618068,4619059,60,30,30
2405070,2406013,80,35,40
5917030,5917047,110,40,70
5955801,5955801,20,0,20
4811002,4811801,110,45,65
4810014,4811061,45,15,30
2462080,2462085,85,35,45
2434135,2434135,130,95,35
2462085,2462085,745,410,340
2486020,2486033,210,95,110
1001385,1001519,50,35,15
6001018,6001018,210,95,120
3549005,3549005,45,25,20
4601035,4611040,80,35,45
4810009,4810011,70,15,55
3549003,3549032,735,320,415
3548021,3548044,30,20,10
3548022,3548044,45,10,30
4712034,4712006,65,20,45
3548027,3549066,30,15,15
3558011,3558090,25,25,0
2418045,2418060,30,30,10
3558012,3558004,90,55,35
2418040,2418060,20,20,0
1001361,1001379,25,10,10
3558016,3558011,85,50,30
3558019,3558090,35,20,15
5905054,5935010,55,40,15
4608072,4615020,25,10,20
2419062,2426030,30,15,15
5905050,5905050,140,65,80
4811068,4816037,30,25,0
5905052,5905054,55,50,0
4813061,4813048,40,10,25
4717058,4717058,90,30,55
3515023,3520005,40,25,10
4608069,4608069,255,115,135
2411005,2411005,45,30,15
3506008,5915025,25,10,20
4617042,4617042,155,45,105
4711064,4711066,25,10,15
5933015,5933015,125,55,70
5949813,5949813,85,35,50
5919814,5919814,40,20,15
2440043,2449005,65,55,10
2488015,2488005,30,25,0
2415025,2415035,50,45,10
2440047,2449057,30,15,15
5901803,5901035,40,15,25
2447015,2466085,30,30,0
2418050,2423060,35,15,20
2447010,2455023,25,15,10
5917812,5917040,75,50,25
2423065,2466025,30,15,15
2423060,3506008,40,25,10
5945006,5945006,20,15,10
2422040,2425025,25,25,0
2422045,2423060,135,90,40
1309017,1309017,215,65,155
1309016,1310032,30,15,15
1314022,1314022,210,55,150
1309014,1309050,60,25,40
2432040,2443025,25,0,25
1314025,1315011,100,55,45
1309011,1309050,105,60,45
4709064,4709064,190,95,95
6204003,6204003,2470,1265,1205
3558028,3558090,30,15,15
5903047,5905014,60,40,20
6204007,6204007,245,120,125
1309019,1309019,145,60,90
1309018,1309022,40,30,0
5933887,5933887,35,10,25
1310018,1310032,2430,1150,1280
4806008,4806008,50,20,25
1009024,1009024,45,15,25
1009023,1009023,95,25,70
1009022,1009022,290,160,130
1009021,1009023,35,10,30
4801014,4802021,20,15,0
1310011,1311014,25,10,10
1310013,1310013,30,20,0
1310012,1311006,30,15,20
4710047,4711049,20,0,25
1310014,1310032,55,15,35
1009029,1009029,900,380,520
1310016,1310032,120,65,55
1003034,1004001,30,15,10
1003032,1003032,35,10,25
1003033,1003034,40,10,30
1003031,1003034,135,70,65
1007024,1007024,45,30,15
1007021,1007021,145,50,95
1007020,1007023,35,20,15
1007023,1007023,910,435,480
6106016,6106097,50,40,0
1006008,1006009,25,15,10
1006009,1008008,40,35,0
4706099,4710004,35,15,20
4706098,4706051,55,15,40
5949032,5949032,205,80,125
1002037,1002024,25,0,15
4706093,4706027,25,15,10
1006001,1006017,25,0,15
4706091,4706091,50,15,35
1006003,1008044,35,10,25
3543019,3544002,55,30,30
4706096,4706098,35,20,15
5931821,5931026,45,30,15
4706094,4706094,100,40,55
3522021,3543007,150,110,40
4805038,4805026,60,15,45
2403025,2403025,370,245,120
2403020,2403025,65,60,10
4718839,4718839,75,30,40
4805031,4805031,55,35,25
4705073,4709012,130,45,80
4718832,4718832,125,45,80
4805034,4805034,30,25,0
4718831,4718809,35,15,20
4614015,4614031,30,20,10
4615018,4615020,200,90,105
2404030,2404037,35,10,30
2470035,2470055,30,20,10
3540055,3540063,90,45,40
2404037,2404047,55,10,45
2499025,2499025,3040,1515,1530
1208008,1210008,35,20,20
5949840,5949840,50,20,30
1208004,1209034,70,65,10
3526011,3530013,20,20,0
4809010,4809015,50,40,10
3526014,3528018,115,60,55
1208001,1209034,1610,1130,480
1208002,1209034,255,175,80
4705079,4709012,20,0,25
6205014,6205014,180,95,85
2460020,2466075,45,35,0
5903058,5905014,135,95,40
2416055,2416055,155,90,65
2460028,2466085,45,40,0
2433100,2433100,300,160,140
2479005,3506008,25,10,20
2416050,2416050,100,75,25
2433105,2433100,120,95,25
5903043,5903058,30,15,15
4814003,4818002,25,20,0
2488005,2488005,35,25,0
2455048,2466025,160,95,65
4601057,4612056,90,15,75
4617040,4617042,95,15,80
6106023,6106097,655,555,105
6106020,6106020,65,25,35
2461025,2466075,45,35,10
4803003,4803003,80,40,40
4601051,4611040,30,15,10
3554056,3554056,25,15,10
2453070,2453052,20,15,10
4803001,4803011,30,15,15
2453075,2453075,40,15,30
4715062,4715066,25,10,10
2456005,2466025,40,35,10
2471070,2471105,60,40,20
2495010,2495025,45,10,35
2495005,2495005,250,150,95
2491050,2491050,315,170,150
2471075,2471083,140,55,85
4811804,4811804,240,120,120
2421020,2423060,25,15,10
2429038,2429112,35,25,10
2433070,2433070,95,70,25
2421025,2466025,25,10,15
2446050,2466025,55,30,30
4710823,4710823,80,30,50
4710822,4710822,35,15,15
4710825,4710825,60,40,20
2446055,2446080,45,45,0
3560071,3560071,340,195,150
4716075,4716075,265,120,145
5919008,5921010,20,20,10
2480110,2480110,50,25,25
3519044,3539036,45,40,0
4716072,4716072,215,95,120
3519046,5915022,25,20,0
1308021,1309001,30,10,25
3519048,3543042,180,125,60
2437005,2437065,110,40,75
1308022,1308026,70,40,25
6001012,6001012,130,50,75
1308024,1309017,60,25,40
4816037,4818015,25,20,10
1308026,1309001,50,10,40
2458005,3506008,55,40,10
4808011,4816037,65,70,0
4808012,4816037,25,20,10
4808013,4808012,30,10,15
5959005,5959005,2060,1145,915
3525005,6107063,20,10,20
4715079,4715066,120,40,80
4704021,4704021,45,30,20
4704024,4704026,50,10,40
4704026,4704026,110,65,45
4715071,4715074,60,15,45
4715070,4715070,30,20,10
1218006,1218006,610,310,305
1218001,1218001,830,365,470
1005017,1005018,345,180,165
1218003,1218003,70,30,40
3560079,3560079,95,55,45
4707054,4707054,130,60,70
4707053,4707053,70,25,40
3560104,3560104,60,30,30
4707058,4707059,40,10,30
4707059,4707059,120,50,70
4818002,4818002,1025,575,450
4603074,4611040,35,15,20
3542059,3543031,40,30,0
4603072,4611040,55,35,20
2437020,2437065,40,25,15
2429100,2429100,265,175,90
2468005,2468030,55,35,15
6208087,6208087,135,55,85
4602075,4611040,1655,770,890
2478010,2478102,65,30,35
4802034,4804004,25,20,0
2478015,2478028,130,75,55
2499140,2499140,80,40,40
2485070,2485070,45,20,25
2464010,2475015,70,30,45
5953023,5953801,35,10,30
2484070,3547064,25,15,20
2464015,2475015,75,40,30
2480020,2480050,20,20,0
4805041,4808008,35,10,20
3554018,3554052,35,30,10
4609024,4611040,90,70,25
3554014,3554018,165,100,70
3554016,3554018,280,130,145
4609020,4609029,25,10,20
3554012,3554018,500,240,260
3557061,3558075,20,20,0
4716042,4716042,95,30,65
4706077,4706027,25,0,25
3557066,3557061,400,215,185
2410055,2410055,125,50,80
2413080,2413080,220,120,105
2410050,2410050,30,15,15
5933028,5933028,120,50,75
4811803,4811803,95,40,50
3549054,3549054,90,45,50
3560032,3560042,25,15,10
3560034,3560034,2365,1200,1165
4704802,4704802,30,10,20
6204018,6204019,20,15,0
1103019,1103029,20,10,10
1103018,1103025,45,25,20
1103016,1103025,95,20,75
2452062,2466025,25,10,10
1103014,1103025,105,25,85
1103013,1103025,25,10,15
1103012,1103025,385,140,245
1103011,1103025,185,70,120
1103010,1103025,35,15,20
2454080,2466025,65,45,20
1001178,1001178,70,15,50
2454085,2466025,20,10,10
3534011,3539036,315,185,125
2487070,2487090,45,30,15
2483040,2483065,20,10,15
2445085,2466025,20,15,0
1001174,1001178,25,10,20
2499802,2499802,290,135,155
3507033,3510010,25,0,15
2499806,2499806,365,150,220
2499804,2499804,570,245,325
2499808,2499808,190,90,100
4711019,4711019,55,15,40
4711018,4711026,35,0,35
2439085,2439085,120,85,35
4711016,4711014,55,25,30
4711014,4711014,300,145,160
4711011,4711014,65,20,45
2484100,2484100,60,50,10
5917040,5917047,185,90,95
4808029,4808031,100,60,45
1102058,1102075,85,25,60
1102059,1102075,40,10,30
4714036,4714036,50,30,20
2439062,2466025,45,25,15
4714034,4714044,40,20,20
2439060,2439077,135,85,50
1102050,1102075,70,40,30
1301016,1302012,25,0,25
1102052,1102075,745,270,475
3512065,3512065,25,15,15
1102054,1102080,45,35,15
1102056,1102080,25,20,0
2419105,2425043,30,25,0
4708011,4708011,240,90,155
4701053,4701808,25,10,15
5927008,5927018,25,0,20
4708012,4708012,30,20,15
4701056,4701808,35,25,10
4701054,4701056,45,20,20
4708016,4704048,25,0,20
3528052,3539036,200,145,60
5941025,5941026,40,15,25
4701058,4701061,30,20,10
4701059,4701059,80,15,65
4813010,4811034,30,10,15
4622026,4622046,85,45,40
4806034,4808011,45,40,10
4802012,5901006,20,10,0
3543014,3543042,145,85,60
4808026,4808031,40,15,25
4806031,4806031,50,20,35
